站点名,经度,纬度,海拔高度,时间,平均气温
﻿南天门,99.35,23.63,1691,2020年01月01日00:00,13
﻿大兴乡,99.8,23.8,1934,2020年01月01日00:00,12.1
﻿石灰窑,99.43,23.64,1646,2020年01月01日00:00,10.8
﻿勐简乡,99.34,23.72,559,2020年01月01日00:00,15.5
﻿岩榴,99.78,23.77,1874,2020年01月01日00:00,12.8
﻿芒翁,99.48,23.41,1317,2020年01月01日00:00,13.4
﻿大寨,99.41,23.72,1364,2020年01月01日00:00,13.6
﻿芒艾,99.26,23.65,838,2020年01月01日00:00,15.8
﻿芒回水库,99.13,23.25,1301,2020年01月01日00:00,12.6
﻿勐角,99.24,23.23,1310.7,2020年01月01日00:00,13.1
﻿班洪,99.1,23.29,1160.5,2020年01月01日00:00,15.7
﻿班老,98.95,23.32,1456,2020年01月01日00:00,15
﻿芒卡,98.91,23.5,708,2020年01月01日00:00,15.7
﻿勐来,99.29,23.27,1223.9,2020年01月01日00:00,13.1
﻿勐省,99.42,23.35,990,2020年01月01日00:00,14.4
﻿团结,99.57,23.29,1802,2020年01月01日00:00,11.7
﻿糯良,99.33,23.24,1645.8,2020年01月01日00:00,10.3
﻿单甲,99.41,23.2,1875.6,2020年01月01日00:00,11.2
﻿木场,99.14,23.77,2050,2020年01月01日00:00,7.6
﻿勐堆,98.89,23.92,911,2020年01月01日00:00,13.6
﻿忙丙,99.16,23.94,1867,2020年01月01日00:00,9.5
﻿芦子园,99.07,23.86,1524,2020年01月01日00:00,13.8
﻿凤尾,99.02,23.89,859,2020年01月01日00:00,14.6
﻿军弄,98.94,23.73,701,2020年01月01日00:00,15.8
﻿勐捧,98.97,24.06,1030,2020年01月01日00:00,13.7
﻿四楞坝,98.91,24.04,1133,2020年01月01日00:00,13.2
﻿帮海,99.08,24.03,1096,2020年01月01日00:00,13.7
﻿军赛,99.32,23.73,575,2020年01月01日00:00,16.5
﻿佛山,98.68,28.72,2158,2020年01月01日00:00,8.1
﻿明永冰川,98.77,28.45,2930,2020年01月01日00:00,0.8
﻿云岭,98.87,28.32,2280,2020年01月01日00:00,6.5
﻿燕门,98.92,28.07,2081,2020年01月01日00:00,6.4
﻿拖顶乡,99.43,27.77,2005,2020年01月01日00:00,7.5
﻿霞若乡,99.3,27.8,2021,2020年01月01日00:00,6.1
﻿奔子栏,99.3,28.25,2292,2020年01月01日00:00,7.8
﻿羊拉乡,99.08,28.95,3107,2020年01月01日00:00,2
﻿雪山丫口,99.33,28.38,4290,2020年01月01日00:00,-7.8
﻿雪山道班,99.13,28.32,3754,2020年01月01日00:00,-3.9
﻿羊拉铜矿,99.12,28.92,2908,2020年01月01日00:00,4.5
﻿拖枝,99.35,27.18,2399,2020年01月01日00:00,3.6
﻿白济汛乡,99.08,27.37,1650,2020年01月01日00:00,7.1
﻿攀天阁,99.23,27.33,2650,2020年01月01日00:00,3.1
﻿康普,99.03,27.6,1820,2020年01月01日00:00,6.8
﻿叶枝镇,99.05,27.72,1750,2020年01月01日00:00,6.9
﻿巴迪,99,27.87,1850,2020年01月01日00:00,5.2
﻿塔城,99.38,27.61,2247,2020年01月01日00:00,4.5
﻿中路乡,99.15,27.17,1680,2020年01月01日00:00,7.2
﻿维登乡,99.17,27.1,1640,2020年01月01日00:00,8.2
﻿尼西,99.5,28.05,3135,2020年01月01日00:00,0.6
﻿小中甸,99.81,27.56,3230,2020年01月01日00:00,-0.9
﻿虎跳峡,100.03,27.2,1945,2020年01月01日00:00,6.7
﻿格咱,99.77,28.05,3102,2020年01月01日00:00,-1.6
﻿东旺,99.68,28.58,2480,2020年01月01日00:00,6.2
﻿五境,99.45,27.7,1947,2020年01月01日00:00,7.1
﻿金江镇,99.83,27.13,1885,2020年01月01日00:00,7
﻿上江,99.65,27.37,1896,2020年01月01日00:00,7
﻿洛吉,100.2,27.78,2126,2020年01月01日00:00,6.2
﻿三坝,100.05,27.48,2364,2020年01月01日00:00,7
﻿永定云龙,101.79,26.02,1645,2020年01月01日00:00,13.4
﻿永兴,101.53,26.35,1486,2020年01月01日00:00,12.6
﻿桃苴,101.73,26.17,1660,2020年01月01日00:00,11.9
﻿中和,101.41,26.16,1570,2020年01月01日00:00,11.2
﻿维的,101.64,26.14,1620,2020年01月01日00:00,11
﻿直苴,101.34,26.05,2350,2020年01月01日00:00,8.4
﻿猛虎,101.57,26.09,1700,2020年01月01日00:00,10.8
﻿太平地,101.76,26.13,1665,2020年01月01日00:00,11.4
﻿宜就,101.54,25.98,1710,2020年01月01日00:00,12.2
﻿外普拉,101.47,25.91,1447,2020年01月01日00:00,11.6
﻿莲池,101.66,26.03,1531,2020年01月01日00:00,12.3
﻿湾碧,101.19,26.36,1294,2020年01月01日00:00,13.1
﻿铁锁,100.95,26.12,1930,2020年01月01日00:00,9.4
﻿博厚,101.08,26.13,2435,2020年01月01日00:00,7.4
﻿桂花,101.29,26.09,2119,2020年01月01日00:00,9.6
﻿三台,101.08,26.01,2127,2020年01月01日00:00,8.4
﻿昙华,101.23,25.95,2716,2020年01月01日00:00,5.4
﻿六苴,101.35,25.91,1915,2020年01月01日00:00,8.7
﻿三岔河,101,25.89,1460,2020年01月01日00:00,11.2
﻿石羊,101.1,25.85,1507,2020年01月01日00:00,9.9
﻿坟箐,101.04,25.79,1705,2020年01月01日00:00,9.8
﻿新街,101.25,25.81,1843,2020年01月01日00:00,7.6
﻿赵家店,101.49,25.82,1768,2020年01月01日00:00,12.3
﻿小红山,101.56,25.78,1784,2020年01月01日00:00,10.6
﻿白鹤,101.21,25.65,1870,2020年01月01日00:00,9.6
﻿仓街,101.28,25.68,1872,2020年01月01日00:00,9.7
﻿龙街,101.54,25.67,1684,2020年01月01日00:00,10
﻿姜驿,101.91,26.07,1900,2020年01月01日00:00,11.9
﻿江边,101.88,25.96,980,2020年01月01日00:00,16.3
﻿土林,101.75,25.85,1199.7,2020年01月01日00:00,16.2
﻿湾云,101.92,25.7,1189,2020年01月01日00:00,17.1
﻿黄瓜园,101.86,25.82,1050,2020年01月01日00:00,15.2
﻿新华,101.67,25.72,1520,2020年01月01日00:00,13.8
﻿凉山,101.96,25.7,2090,2020年01月01日00:00,11.4
﻿那迪,101.82,25.61,2014,2020年01月01日00:00,9.6
﻿老城,101.9,25.62,1289,2020年01月01日00:00,16
﻿羊街,101.92,25.5,1855,2020年01月01日00:00,12.7
﻿己衣,102.25,26.1,1892,2020年01月01日00:00,12.1
﻿万德,102.18,26,1957,2020年01月01日00:00,11.8
﻿东坡,102.08,25.9,1251,2020年01月01日00:00,15.2
﻿环州,101.99,25.87,2170,2020年01月01日00:00,8.9
﻿发窝,102.29,25.88,2213,2020年01月01日00:00,7
﻿田心,102.21,25.81,1890,2020年01月01日00:00,10.9
﻿康照,102.31,25.8,2347,2020年01月01日00:00,7
﻿白路,102.05,25.66,2361,2020年01月01日00:00,10.8
﻿高桥,102.19,25.61,2009,2020年01月01日00:00,8.4
﻿插甸,102.29,25.62,1997,2020年01月01日00:00,8.3
﻿猫街,102.15,25.53,2022,2020年01月01日00:00,8.6
﻿滑坡,102.3,25.51,2307,2020年01月01日00:00,9
﻿龙庆关,102.16,25.42,2099,2020年01月01日00:00,7.8
﻿左门,101.06,25.65,2340,2020年01月01日00:00,7.3
﻿光禄,101.2,25.59,1876,2020年01月01日00:00,10.3
﻿适中,101.5,25.57,1850,2020年01月01日00:00,9.7
﻿官屯,101.18,25.5,1973,2020年01月01日00:00,9.8
﻿前场,101.37,25.52,2160,2020年01月01日00:00,8.8
﻿大河口,101.01,25.46,1800,2020年01月01日00:00,7.9
﻿农哈哈,101.24,25.49,1888,2020年01月01日00:00,10
﻿弥兴,101.15,25.4,1928,2020年01月01日00:00,8
﻿太平,101.24,25.39,1931,2020年01月01日00:00,7.7
﻿戌街,101.67,25.58,1836,2020年01月01日00:00,12.5
﻿蟠猫,101.55,25.49,1805,2020年01月01日00:00,9.9
﻿石板,101.69,25.45,1880,2020年01月01日00:00,10.4
﻿安乐,101.67,25.47,1944,2020年01月01日00:00,9.7
﻿中屯,101.48,25.39,1885,2020年01月01日00:00,9.2
﻿新桥,101.59,25.37,1780,2020年01月01日00:00,6.6
﻿庆丰,101.47,25.33,1867,2020年01月01日00:00,9.7
﻿华星,101.53,25.28,1762,2020年01月01日00:00,10
﻿黑井,101.77,25.4,1571,2020年01月01日00:00,13.9
﻿妥安,101.71,25.32,1696,2020年01月01日00:00,11.8
﻿高峰,101.86,25.34,2244,2020年01月01日00:00,8.3
﻿仁兴,102.29,25.41,1850,2020年01月01日00:00,10.6
﻿碧城,102.31,25.31,1889,2020年01月01日00:00,10.1
﻿中村,102.06,25.25,1630,2020年01月01日00:00,10.7
﻿和平,102.19,25.2,1776,2020年01月01日00:00,9.6
﻿舍资,101.91,25.19,1724,2020年01月01日00:00,8.9
﻿广通,101.75,25.16,1798,2020年01月01日00:00,9.7
﻿罗申,101.75,25.29,1869,2020年01月01日00:00,10.8
﻿勤丰,102.3,25.19,1861,2020年01月01日00:00,10.3
﻿文庙,101.82,25.38,1556,2020年01月01日00:00,12.8
﻿罗川,101.89,24.98,1431,2020年01月01日00:00,11.5
﻿土官,102.21,24.94,1891,2020年01月01日00:00,9
﻿川街,102.07,24.97,1579,2020年01月01日00:00,11.9
﻿天申堂,101.14,25.24,2370,2020年01月01日00:00,7.1
﻿沙桥,101.14,25.24,1908,2020年01月01日00:00,9.1
﻿岔河,101.27,25.31,2100,2020年01月01日00:00,6.2
﻿一街,100.87,25.16,1627,2020年01月01日00:00,9.2
﻿五街,101.01,25.15,2240,2020年01月01日00:00,7.7
﻿徐营,101.22,25.18,1901,2020年01月01日00:00,8.4
﻿罗武庄,100.77,25.11,1800,2020年01月01日00:00,11.7
﻿雨露,101.29,25.09,1920,2020年01月01日00:00,10.3
﻿红土坡,100.82,25.04,1655,2020年01月01日00:00,13.2
﻿五顶山,100.8,24.97,2146,2020年01月01日00:00,9.5
﻿马街,100.85,24.89,1858,2020年01月01日00:00,12.2
﻿兔街,100.8,24.78,1578,2020年01月01日00:00,11.1
﻿吕合,101.39,25.15,1843,2020年01月01日00:00,8
﻿紫溪,101.36,25.04,2365,2020年01月01日00:00,9.3
﻿东瓜,101.51,25.08,1788,2020年01月01日00:00,9.7
﻿太阳历园,101.54,25.04,1783,2020年01月01日00:00,10.3
﻿富民,101.6,24.99,1811,2020年01月01日00:00,10.3
﻿东华,101.49,24.94,1795,2020年01月01日00:00,9.5
﻿子午,101.59,24.87,1805,2020年01月01日00:00,9.9
﻿树苴,100.92,25,1811,2020年01月01日00:00,12.1
﻿三街,101.05,25,1781,2020年01月01日00:00,11.2
﻿中山,101.08,24.9,2043,2020年01月01日00:00,7.9
﻿八角,100.95,24.87,1952,2020年01月01日00:00,10.7
﻿大过口,101.15,24.88,1920,2020年01月01日00:00,9.4
﻿宜次,101.38,24.81,1862,2020年01月01日00:00,10.1
﻿西舍路,101.07,24.67,1503,2020年01月01日00:00,13.6
﻿新村,101.2,24.68,1857,2020年01月01日00:00,12.1
﻿大地基,101.36,24.69,1938,2020年01月01日00:00,10.7
﻿富民新村,101.72,24.84,1562,2020年01月01日00:00,9.7
﻿苍岭,101.68,25.05,1822,2020年01月01日00:00,9.9
﻿中山,101.57,24.77,2000,2020年01月01日00:00,9.2
﻿麻栗树,101.94,24.8,1949,2020年01月01日00:00,11.3
﻿大庄,101.83,24.73,1443,2020年01月01日00:00,11.3
﻿妥甸马龙,101.51,24.67,940,2020年01月01日00:00,14.1
﻿法裱,101.83,24.58,2035,2020年01月01日00:00,9.8
﻿独田,101.47,24.56,1773,2020年01月01日00:00,12.7
﻿把租,101.56,24.31,1710,2020年01月01日00:00,13.2
﻿爱尼山,101.56,24.49,1685,2020年01月01日00:00,12.6
﻿锷嘉,101.25,24.45,1275,2020年01月01日00:00,14.4
﻿安龙堡,101.96,24.41,1857,2020年01月01日00:00,12.3
﻿大麦地,101.78,24.3,802,2020年01月01日00:00,17.6
﻿地震救援应急1,102.7,25.03,1892,2020年01月01日00:00,13.5
﻿地震救援应急5,102.7,25.09,1892,2020年01月01日00:00,4.3
﻿地震救援应急6,102.7,25.11,1892,2020年01月01日00:00,0
﻿地震救援应急7,102.7,25.13,1892,2020年01月01日00:00,10.8
﻿地震救援应急13,102.7,25.23,1892,2020年01月01日00:00,10.1
﻿地震救援应急15,102.7,25.26,1892,2020年01月01日00:00,11.7
﻿地震救援应急27,102.71,25.03,1892,2020年01月01日00:00,2.5
﻿地震救援应急29,102.71,25.03,1892,2020年01月01日00:00,2.7
﻿珠街,104.9,23.75,1684,2020年01月02日00:00,12.2
﻿兴街,104.62,23.23,1090,2020年01月02日00:00,15.9
﻿古林箐,103.96,22.81,1454,2020年01月02日00:00,14.2
﻿黄坪镇,100.25,26.1,1487,2020年01月02日00:00,12.3
﻿曼景,101.11,21.91,767,2020年01月02日00:00,18.1
﻿勐腊四区8队,101.61,21.53,646,2020年01月02日00:00,20.2
﻿林街,100.57,24.46,1130.2,2020年01月02日00:00,13.5
﻿以古,104.62,27.39,1879,2020年01月02日00:00,3.1
﻿贺派,99.36,23.48,1173,2020年01月02日00:00,13.3
﻿乌龙水井村,103.09,25.98,1825,2020年01月03日00:00,13.3
﻿八街,102.32,24.58,1900,2020年01月03日00:00,10.1
﻿曼贺宽,100.9,21.9,554,2020年01月03日00:00,18.3
﻿拉市,100.15,26.86,2445,2020年01月03日00:00,5.4
﻿太平核桃,100.05,24.58,2000,2020年01月03日00:00,11.6
﻿老吾,102.06,24.58,1610,2020年01月04日00:00,13.9
﻿ 大朝山西镇,100.33,24.03,1602.5,2020年01月04日00:00,15
﻿清水河口岸,98.85,23.49,504,2020年01月04日00:00,15.5
﻿福荣,99.14,23.52,839,2020年01月04日00:00,15.5
﻿四排山,99.56,23.46,1400,2020年01月04日00:00,12.4
﻿勐撒镇,99.62,23.74,1323,2020年01月04日00:00,11.5
﻿勐永镇,99.76,23.95,1213,2020年01月04日00:00,13.7
﻿迎门寨,99.51,23.74,1736,2020年01月04日00:00,12.5
﻿邱山,99.2,23.58,726,2020年01月04日00:00,15.6
﻿牛额,104.68,25.17,1588,2020年01月05日00:00,11.8
﻿德苴,100.43,25.23,1798,2020年01月05日00:00,12.2
﻿普文城子,101.05,22.5,940,2020年01月05日00:00,16.6
﻿勐醒三区4队,101.34,21.93,558,2020年01月06日00:00,18.5
﻿碧鸡广场,102.66,25.04,1925,2020年01月07日00:00,12.5
﻿石马哨,102.57,24.77,1990,2020年01月07日00:00,11
﻿联盟,102.72,25.05,1930,2020年01月07日00:00,13.1
﻿腾冲城市气象站,98.5,25.02,1654.6,2020年01月07日00:00,9.9
﻿勐满四分场,101.22,21.4,576,2020年01月07日00:00,20.4
﻿江坡,101.63,25.27,1797,2020年01月07日00:00,10.4
﻿凤屯,101.46,25.25,2053,2020年01月08日00:00,9.3
﻿孟定镇,99.08,23.56,510,2020年01月10日00:00,15.7
﻿大浪坝水库,99.61,23.63,1840,2020年01月10日00:00,12.2
﻿得龙,99.13,23.47,1230,2020年01月10日00:00,15.6
﻿东川区乌龙镇,103.1,26.02,1519,2020年01月11日00:00,11.3
﻿莲花塘,104.48,23.25,1213,2020年01月11日00:00,15.1
﻿鹿鸣乡,100.73,25.28,1611,2020年01月14日00:00,10.8
